Line#,Date,"Temperature (S-THB 20148981:20147576-1), *C, USDA-WS6","PAR (S-LIA 20148981:20140001-1), uE, USDA-WS6","RH (S-THB 20148981:20147576-2), %, USDA-WS6","Temperature (S-TMB 20148981:20130466-1), *C, USDA-WS6","Solar Radiation (S-LIB 20148981:20142891-1), W/m^2, USDA-WS6","Dew Point (S-THB 20148981:20147576-3), *C, USDA-WS6","Water Content (S-SMD 20148981:20152203-1), m^3/m^3, USDA-WS6","Rain (S-RGB 20148981:20148771-1), mm, USDA-WS6","Battery (RX3000 BATTERY 20148981:20148981-B), V, USDA-WS6"
63,4/24/2018 3:20,20.13,116,98.6,21.41,56,19.93,0.4529,0,4.423
64,4/24/2018 3:25,20.2,124,98.8,21.39,59,20.03,0.4521,0,4.418
65,4/24/2018 3:30,20.25,119,98.6,21.37,58,20.04,0.4521,0,4.414
66,4/24/2018 3:35,20.22,91,98.5,21.37,43,20,0.4507,0,4.412
67,4/24/2018 3:40,20.36,84,98.7,21.34,38,20.18,0.45,0,4.409
68,4/24/2018 3:45,20.17,31,98.4,21.34,16,19.94,0.45,0,4.406
69,4/24/2018 3:50,20.08,29,98.6,21.32,13,19.88,0.4493,0,4.403
70,4/24/2018 3:55,20.22,29,98.6,21.32,14,20.02,0.4493,0.2,4.402
71,4/24/2018 4:00,20.06,36,98.5,21.29,17,19.84,0.4521,0,4.398
72,4/24/2018 4:05,20.01,31,98.7,21.29,13,19.82,0.4514,0,4.403
73,4/24/2018 4:10,20.15,19,98.9,21.27,8,20,0.45,0,4.415
74,4/24/2018 4:15,20.25,19,99.1,21.27,8,20.13,0.4507,0,4.423
75,4/24/2018 4:20,20.17,19,98.9,21.27,8,20.02,0.45,0,4.429
76,4/24/2018 4:25,20.17,9,98.9,21.25,3,20.02,0.4493,0,4.432
77,4/24/2018 4:30,20.15,4,99.1,21.25,1,20.03,0.4493,0,4.43
78,4/24/2018 4:35,20.08,1,99,21.25,1,19.94,0.4486,0,4.424
79,4/24/2018 4:40,20.06,1,99.2,21.22,1,19.95,0.4493,0,4.42
80,4/24/2018 4:45,20.06,1,99.1,21.22,1,19.94,0.45,0,4.415
81,4/24/2018 4:50,20.1,1,99.2,21.22,1,20,0.45,0,4.411
82,4/24/2018 4:55,20.1,1,99.3,21.2,1,20.02,0.4493,0,4.408
83,4/24/2018 5:00,20.08,1,99.3,21.2,1,19.99,0.4493,0,4.406
84,4/24/2018 5:05,20.06,1,99.4,21.17,1,19.98,0.4493,0,4.403
85,4/24/2018 5:10,20.06,1,99.3,21.17,1,19.97,0.4493,0,4.4
86,4/24/2018 5:15,20.06,1,99.3,21.15,1,19.97,0.4493,0,4.398
87,4/24/2018 5:20,20.01,1,99.3,21.15,1,19.92,0.4486,0,4.395
88,4/24/2018 5:25,20.06,1,99.3,21.15,1,19.97,0.4486,0,4.394
89,4/24/2018 5:30,20.08,1,99.3,21.13,1,19.99,0.4486,0,4.392
90,4/24/2018 5:35,20.08,1,99.3,21.1,1,19.99,0.4486,0,4.391
91,4/24/2018 5:40,20.06,1,99.1,21.1,1,19.94,0.4478,0,4.389
92,4/24/2018 5:45,20.08,1,99.2,21.08,1,19.98,0.4478,0,4.388
93,4/24/2018 5:50,19.98,1,99.1,21.08,1,19.86,0.4478,0,4.386
94,4/24/2018 5:55,20.1,1,99.3,21.08,1,20.02,0.4471,0,4.385
95,4/24/2018 6:00,20.2,1,99.3,21.08,1,20.11,0.4478,0,4.383
96,4/24/2018 6:05,20.2,1,99.1,21.08,1,20.08,0.4471,0,4.382
97,4/24/2018 6:10,20.2,1,99.1,21.08,1,20.08,0.4464,0,4.382
98,4/24/2018 6:15,20.2,1,99.2,21.1,1,20.1,0.4464,0,4.38
99,4/24/2018 6:20,20.25,1,99.2,21.1,1,20.14,0.4457,0,4.38
100,4/24/2018 6:25,20.25,1,99.3,21.1,1,20.16,0.4457,0,4.37
101,4/24/2018 6:30,20.22,1,99.2,21.08,1,20.12,0.4457,0,4.352
102,4/24/2018 6:35,20.32,1,99.2,21.08,1,20.21,0.4451,0,4.335
103,4/24/2018 6:40,20.29,1,99.2,21.08,1,20.19,0.4444,0,4.346
104,4/24/2018 6:45,20.27,1,99.1,21.08,1,20.15,0.4451,0,4.35
105,4/24/2018 6:50,20.29,1,99.2,21.08,1,20.19,0.4451,0,4.353
106,4/24/2018 6:55,20.29,1,99.1,21.06,1,20.17,0.4444,0,4.355
107,4/24/2018 7:00,20.32,1,99,21.06,1,20.18,0.4444,0,4.356
108,4/24/2018 7:05,20.34,1,98.9,21.06,1,20.19,0.4437,0,4.358
109,4/24/2018 7:10,20.34,1,98.9,21.06,1,20.19,0.4437,0,4.359
110,4/24/2018 7:15,20.34,1,98.9,21.06,1,20.19,0.4437,0,4.359
111,4/24/2018 7:20,20.36,1,98.9,21.06,1,20.21,0.4437,0,4.359
112,4/24/2018 7:25,20.36,1,98.9,21.06,1,20.21,0.4437,0,4.359
113,4/24/2018 7:30,20.27,1,98.8,21.06,1,20.1,0.4437,0,4.359
114,4/24/2018 7:35,20.27,1,98.9,21.03,1,20.12,0.4437,0,4.361
115,4/24/2018 7:40,20.29,1,98.9,21.03,1,20.14,0.443,0,4.361
116,4/24/2018 7:45,20.25,1,98.8,21.03,1,20.08,0.443,0,4.361
117,4/24/2018 7:50,20.2,1,98.8,21.03,1,20.03,0.443,0,4.359
118,4/24/2018 7:55,20.17,1,99,21.03,1,20.04,0.443,0,4.359
119,4/24/2018 8:00,20.15,1,99.1,21.01,1,20.03,0.443,0,4.359
120,4/24/2018 8:05,20.17,1,99.1,21.01,1,20.05,0.443,0,4.359
121,4/24/2018 8:10,20.2,1,98.9,21.01,1,20.05,0.4423,0,4.359
122,4/24/2018 8:15,20.17,1,98.7,20.98,1,19.99,0.4423,0,4.359
123,4/24/2018 8:20,20.17,1,98.4,20.96,1,19.94,0.4423,0,4.359
124,4/24/2018 8:25,20.13,1,98.2,20.96,1,19.86,0.4416,0,4.358
125,4/24/2018 8:30,20.13,1,98,20.94,1,19.83,0.4416,0,4.358
126,4/24/2018 8:35,20.1,1,97.8,20.94,1,19.77,0.4423,0,4.358
127,4/24/2018 8:40,20.03,1,98,20.94,1,19.73,0.4416,0,4.358
128,4/24/2018 8:45,19.98,1,98,20.91,1,19.68,0.4423,0,4.358
129,4/24/2018 8:50,19.94,1,98.3,20.89,1,19.69,0.4423,0,4.358
130,4/24/2018 8:55,19.84,1,97.9,20.89,1,19.53,0.4416,0,4.356
131,4/24/2018 9:00,19.82,1,97.9,20.86,1,19.5,0.4423,0,4.356
132,4/24/2018 9:05,19.77,1,97.9,20.84,1,19.45,0.4416,0,4.356
133,4/24/2018 9:10,19.82,1,97.4,20.82,1,19.42,0.4416,0,4.356
134,4/24/2018 9:15,19.86,1,96.8,20.79,1,19.37,0.4416,0,4.356
135,4/24/2018 9:20,19.79,1,96.7,20.77,1,19.28,0.4416,0,4.356
136,4/24/2018 9:25,19.7,1,96.8,20.75,1,19.2,0.4408,0,4.355
137,4/24/2018 9:30,19.53,1,96.9,20.72,1,19.05,0.4416,0,4.355
138,4/24/2018 9:35,19.46,1,97.1,20.7,1,19.01,0.4416,0,4.355
139,4/24/2018 9:40,19.41,1,97.4,20.65,1,19.02,0.4408,0,4.353
140,4/24/2018 9:45,19.32,1,97.3,20.63,1,18.9,0.4408,0,4.353
141,4/24/2018 9:50,19.37,1,97.3,20.6,1,18.95,0.4408,0,4.353
142,4/24/2018 9:55,19.37,1,96.9,20.58,1,18.89,0.4408,0,4.353
143,4/24/2018 10:00,19.39,1,96.4,20.53,1,18.83,0.4408,0,4.353
144,4/24/2018 10:05,19.34,1,96.1,20.51,1,18.73,0.4408,0,4.353
145,4/24/2018 10:10,19.29,1,95.8,20.48,1,18.63,0.4401,0,4.353
146,4/24/2018 10:15,19.13,1,96.2,20.46,1,18.53,0.4408,0,4.352
147,4/24/2018 10:20,18.91,1,96.8,20.44,1,18.42,0.4408,0,4.352
148,4/24/2018 10:25,18.77,1,97.2,20.41,1,18.34,0.4401,0,4.347
149,4/24/2018 10:30,18.75,1,97.5,20.39,1,18.37,0.4401,0,4.332
150,4/24/2018 10:35,18.75,1,97.3,20.39,1,18.33,0.4401,0,4.317
151,4/24/2018 10:40,18.75,1,97,20.34,1,18.28,0.4401,0,4.325
152,4/24/2018 10:45,18.58,1,97,20.34,1,18.12,0.4401,0,4.331
153,4/24/2018 10:50,18.46,1,97.1,20.29,1,18.02,0.4394,0,4.334
154,4/24/2018 10:55,18.39,1,97.1,20.27,1,17.95,0.4394,0,4.335
155,4/24/2018 11:00,18.41,1,96.8,20.25,1,17.92,0.4394,0,4.337
156,4/24/2018 11:05,18.3,1,96.9,20.22,1,17.82,0.4394,0,4.338
157,4/24/2018 11:10,18.22,1,96.8,20.2,1,17.73,0.4387,0,4.34
158,4/24/2018 11:15,18.13,1,96.1,20.15,1,17.52,0.4394,0,4.34
159,4/24/2018 11:20,18.08,1,96.1,20.1,1,17.47,0.4387,0,4.341
160,4/24/2018 11:25,18.1,1,95.7,20.06,1,17.43,0.4387,0,4.341
161,4/24/2018 11:30,18.22,1,95.5,20.01,1,17.52,0.4387,0,4.341
162,4/24/2018 11:35,18.32,1,95.2,19.98,1,17.56,0.4387,0,4.341
163,4/24/2018 11:40,18.39,1,94.7,19.94,1,17.55,0.4387,0,4.343
164,4/24/2018 11:45,18.44,1,94.6,19.94,1,17.58,0.4387,0,4.343
165,4/24/2018 11:50,18.56,1,94.3,19.94,1,17.65,0.438,0,4.343
166,4/24/2018 11:55,18.49,1,94.9,19.94,1,17.68,0.4387,0,4.343
167,4/24/2018 12:00,18.65,1,94.2,19.91,1,17.72,0.438,0,4.343
168,4/24/2018 12:05,18.63,1,93.7,19.91,1,17.62,0.438,0,4.343
169,4/24/2018 12:10,18.58,1,93.7,19.89,1,17.57,0.438,0,4.343
170,4/24/2018 12:15,18.58,1,93.6,19.91,1,17.55,0.438,0,4.343
171,4/24/2018 12:20,18.56,1,94.4,19.91,1,17.66,0.438,0,4.343
172,4/24/2018 12:25,18.56,1,94.1,19.91,1,17.61,0.438,0,4.343
173,4/24/2018 12:30,18.46,1,94.5,19.91,1,17.58,0.438,0,4.343
174,4/24/2018 12:35,18.49,1,94.8,19.91,1,17.66,0.438,0,4.343
175,4/24/2018 12:40,18.49,1,94.6,19.91,1,17.63,0.438,0,4.343
176,4/24/2018 12:45,18.53,1,94,19.91,1,17.57,0.4373,0,4.343
177,4/24/2018 12:50,18.49,1,94.5,19.91,1,17.61,0.4373,0,4.343
178,4/24/2018 12:55,18.49,1,94.2,19.91,1,17.56,0.4373,0,4.343
179,4/24/2018 13:00,18.49,1,93.8,19.91,1,17.49,0.4373,0,4.343
180,4/24/2018 13:05,18.39,1,94.2,19.89,1,17.46,0.4373,0,4.343
181,4/24/2018 13:10,18.44,1,94,19.89,1,17.48,0.4373,0,4.343
182,4/24/2018 13:15,18.49,1,94.2,19.89,1,17.56,0.4373,0,4.343
183,4/24/2018 13:20,18.51,1,94.2,19.89,1,17.58,0.4373,0,4.343
184,4/24/2018 13:25,18.6,1,94.3,19.89,1,17.69,0.4373,0,4.343
185,4/24/2018 13:30,18.53,1,94.7,19.89,1,17.69,0.4367,0,4.343
186,4/24/2018 13:35,18.6,1,95.3,19.91,1,17.86,0.4373,0,4.341
187,4/24/2018 13:40,18.87,1,95.1,19.94,1,18.09,0.4373,0,4.343
188,4/24/2018 13:45,18.91,1,96.2,19.96,1,18.32,0.438,0,4.341
189,4/24/2018 13:50,18.72,1,96.9,19.98,1,18.24,0.438,0,4.341
190,4/24/2018 13:55,18.56,1,97.5,19.98,1,18.18,0.4387,0.2,4.341
191,4/24/2018 14:00,18.56,1,97.9,19.98,1,18.24,0.4387,0,4.341
192,4/24/2018 14:05,18.56,1,98.2,20.01,1,18.29,0.4401,0,4.341
193,4/24/2018 14:10,18.58,1,98.3,20.01,1,18.33,0.4423,0,4.341
194,4/24/2018 14:15,18.56,1,98.8,20.03,1,18.39,0.443,0,4.341
195,4/24/2018 14:20,18.68,1,98.7,20.03,1,18.49,0.4437,0,4.341
196,4/24/2018 14:25,18.63,1,98.7,20.06,1,18.44,0.4444,0,4.337
197,4/24/2018 14:30,18.53,1,98.9,20.06,1,18.38,0.4451,0,4.317
198,4/24/2018 14:35,18.58,1,98.9,20.06,1,18.43,0.4457,0,4.305
199,4/24/2018 14:40,18.51,1,99,20.06,1,18.37,0.4457,0,4.316
200,4/24/2018 14:45,18.44,1,99.2,20.06,1,18.33,0.4464,0,4.32
201,4/24/2018 14:50,18.51,1,99.3,20.06,1,18.42,0.4471,0,4.323
202,4/24/2018 14:55,18.58,1,99.4,20.06,1,18.51,0.4486,0,4.326
203,4/24/2018 15:00,18.39,1,99.3,20.06,1,18.3,0.4493,0,4.328
204,4/24/2018 15:05,18.32,1,99.4,20.03,1,18.25,0.4507,0,4.329
205,4/24/2018 15:10,18.32,1,99.6,20.01,1,18.28,0.4536,0.2,4.331
206,4/24/2018 15:15,18.37,1,99.6,19.96,1,18.33,0.4543,0,4.331
207,4/24/2018 15:20,18.39,1,99.6,19.94,1,18.35,0.4543,0,4.332
208,4/24/2018 15:25,18.32,1,99.6,19.91,1,18.28,0.4543,0,4.334
209,4/24/2018 15:30,18.32,1,99.5,19.89,1,18.26,0.4543,0,4.334
210,4/24/2018 15:35,18.41,1,99.5,19.86,1,18.36,0.4536,0,4.334
211,4/24/2018 15:40,18.46,1,99.5,19.86,1,18.41,0.4536,0,4.334
212,4/24/2018 15:45,18.51,1,99.4,19.84,1,18.44,0.4543,0,4.335
213,4/24/2018 15:50,18.58,1,99.5,19.86,1,18.52,0.455,0,4.335
214,4/24/2018 15:55,18.63,4,99.5,19.86,2,18.57,0.455,0,4.335
215,4/24/2018 16:00,18.87,9,99.6,19.89,7,18.83,0.4536,0,4.335
216,4/24/2018 16:05,18.94,16,99.5,19.91,13,18.88,0.4529,0,4.34
217,4/24/2018 16:10,19.06,21,99.5,19.91,16,19,0.4521,0,4.347
218,4/24/2018 16:15,19.15,26,99.5,19.96,14,19.1,0.4514,0,4.358
219,4/24/2018 16:20,19.2,44,99.6,19.98,21,19.16,0.4514,0,4.371
220,4/24/2018 16:25,19.25,59,99.7,20.01,28,19.22,0.4514,0,4.385
221,4/24/2018 16:30,19.32,74,99.8,20.03,37,19.31,0.4507,0,4.409
222,4/24/2018 16:35,19.63,79,100,20.06,42,19.65,0.4507,0,4.433
223,4/24/2018 16:40,19.75,86,100,20.1,48,19.77,0.4507,0,4.456
224,4/24/2018 16:45,19.89,164,99.9,20.15,91,19.9,0.45,0,4.457
225,4/24/2018 16:50,20.01,184,99.9,20.2,97,20.02,0.45,0,4.445
226,4/24/2018 16:55,20.13,211,99.8,20.22,107,20.12,0.45,0,4.438
227,4/24/2018 17:00,20.29,254,99.7,20.27,134,20.27,0.4493,0,4.43
228,4/24/2018 17:05,20.53,196,99.7,20.32,104,20.51,0.45,0,4.424
229,4/24/2018 17:10,20.58,259,99.6,20.34,133,20.54,0.4493,0,4.417
230,4/24/2018 17:15,20.65,201,99.6,20.39,97,20.61,0.4493,0,4.412
231,4/24/2018 17:20,20.56,111,99.5,20.41,51,20.5,0.4493,0,4.408
232,4/24/2018 17:25,20.53,71,99.7,20.44,33,20.51,0.4493,0,4.402
233,4/24/2018 17:30,20.39,116,99.6,20.46,53,20.35,0.4486,0,4.402
234,4/24/2018 17:35,20.41,186,99.7,20.48,91,20.39,0.4507,0,4.435
235,4/24/2018 17:40,20.39,169,99.5,20.51,87,20.33,0.4521,0.2,4.466
236,4/24/2018 17:45,20.36,291,99.7,20.51,146,20.34,0.4521,0,4.468
237,4/24/2018 17:50,20.65,309,99.7,20.53,153,20.63,0.4529,0,4.456
238,4/24/2018 17:55,20.79,309,99.4,20.56,154,20.72,0.4521,0,4.447
239,4/24/2018 18:00,21.13,311,99.4,20.58,153,21.06,0.4507,0,4.439
240,4/24/2018 18:05,21.15,281,99.3,20.6,142,21.07,0.4514,0,4.432
241,4/24/2018 18:10,21.15,431,99.1,20.65,213,21.03,0.4507,0,4.426
242,4/24/2018 18:15,21.27,314,98.8,20.67,158,21.1,0.45,0,4.421
243,4/24/2018 18:20,21.34,369,98.8,20.7,186,21.17,0.4507,0,4.417
244,4/24/2018 18:25,21.27,444,98.3,20.75,219,21.02,0.45,0,4.408
245,4/24/2018 18:30,21.46,471,97.9,20.79,234,21.14,0.4493,0,4.409
246,4/24/2018 18:35,21.7,479,97.5,20.82,233,21.32,0.45,0,4.439
247,4/24/2018 18:40,21.77,449,97,20.84,218,21.3,0.4493,0,4.478
248,4/24/2018 18:45,21.96,491,96.9,20.86,239,21.48,0.4493,0,4.469
249,4/24/2018 18:50,21.91,571,95.9,20.89,274,21.26,0.4493,0,4.454
250,4/24/2018 18:55,21.89,431,95.5,20.94,209,21.17,0.4486,0,4.447
251,4/24/2018 19:00,22.03,479,96.5,20.96,237,21.48,0.4478,0,4.439
252,4/24/2018 19:05,22.49,709,96,20.98,339,21.85,0.4478,0,4.432
253,4/24/2018 19:10,22.27,659,94.3,21.03,316,21.34,0.4471,0,4.427
254,4/24/2018 19:15,22.32,556,94.4,21.08,268,21.41,0.4464,0,4.421
255,4/24/2018 19:20,22.35,674,93.5,21.13,317,21.27,0.4464,0,4.417
256,4/24/2018 19:25,23.18,1236,93.6,21.15,569,22.12,0.4457,0,4.412
257,4/24/2018 19:30,23.86,1554,91,21.22,717,22.33,0.4451,0,4.408
258,4/24/2018 19:35,25.11,2226,86.1,21.27,1048,22.65,0.4451,0,4.405
259,4/24/2018 19:40,24.92,986,84.8,21.44,466,22.21,0.4444,0,4.402
260,4/24/2018 19:45,24.34,1639,82.2,21.49,792,21.13,0.4437,0,4.405
261,4/24/2018 19:50,24.75,676,83.3,21.51,331,21.75,0.4437,0,4.438
262,4/24/2018 19:55,24.36,486,86.9,21.53,249,22.07,0.4437,0,4.478
263,4/24/2018 20:00,24,456,86.5,21.56,236,21.64,0.4437,0,4.468
264,4/24/2018 20:05,24.1,701,87.3,21.56,353,21.88,0.443,0,4.456
265,4/24/2018 20:10,24.65,2051,88.3,21.56,1008,22.62,0.443,0,4.444
266,4/24/2018 20:15,25.77,1149,86.8,21.63,551,23.43,0.443,0,4.438
267,4/24/2018 20:20,25.77,1996,86.3,21.72,964,23.34,0.443,0,4.429
268,4/24/2018 20:25,24.94,699,85.7,21.82,336,22.41,0.4423,0,4.424
269,4/24/2018 20:30,24.53,576,86.9,21.84,289,22.23,0.4423,0,4.418
270,4/24/2018 20:35,24.22,596,86.2,21.87,294,21.79,0.4423,0,4.414
271,4/24/2018 20:40,24.24,701,87.3,21.87,339,22.03,0.4416,0,4.409
272,4/24/2018 20:45,24.19,606,85.9,21.87,289,21.71,0.4416,0,4.405
273,4/24/2018 20:50,23.28,286,89.7,21.82,139,21.52,0.4416,0,4.4
274,4/24/2018 20:55,21.68,241,94.2,21.8,108,20.73,0.4423,0,4.418
275,4/24/2018 21:00,21.22,519,96.4,21.72,229,20.65,0.4478,0.2,4.453
276,4/24/2018 21:05,21.15,674,96.4,21.68,303,20.58,0.45,0,4.475
277,4/24/2018 21:10,21.34,406,96.3,21.65,189,20.76,0.4507,0,4.46
278,4/24/2018 21:15,20.89,444,96.7,21.65,198,20.37,0.4521,0,4.448
279,4/24/2018 21:20,20.89,609,96.7,21.63,278,20.37,0.455,0.2,4.441
280,4/24/2018 21:25,20.96,691,96.7,21.65,322,20.44,0.4557,0,4.432
281,4/24/2018 21:30,21.41,866,96.3,21.63,403,20.83,0.4557,0,4.427
282,4/24/2018 21:35,21.94,719,96.6,21.63,342,21.4,0.455,0,4.421
283,4/24/2018 21:40,22.23,621,96.3,21.65,299,21.64,0.4543,0,4.417
284,4/24/2018 21:45,22.35,729,96.3,21.7,343,21.76,0.4543,0,4.411
285,4/24/2018 21:50,22.42,564,95.9,21.72,264,21.76,0.4529,0,4.408
286,4/24/2018 21:55,22.03,439,95.5,21.75,198,21.31,0.4529,0,4.405
287,4/24/2018 22:00,21.8,376,94.8,21.77,168,20.95,0.4529,0,4.4
288,4/24/2018 22:05,21.56,319,95.5,21.72,143,20.83,0.4529,0,4.412
289,4/24/2018 22:10,21.29,324,96.1,21.7,144,20.67,0.4579,0.2,4.456
290,4/24/2018 22:15,21.44,431,96.3,21.65,186,20.85,0.4586,0,4.475
291,4/24/2018 22:20,21.58,259,96.8,21.63,108,21.08,0.4579,0,4.459
292,4/24/2018 22:25,21.22,179,96.8,21.63,76,20.72,0.46,0.2,4.447
293,4/24/2018 22:30,20.98,199,97.3,21.6,89,20.57,0.4622,0.2,4.414
294,4/24/2018 22:35,20.58,256,97.5,21.58,116,20.2,0.4615,0.2,4.398
295,4/24/2018 22:40,20.34,284,98.3,21.51,124,20.09,0.46,0,4.445
296,4/24/2018 22:45,20.32,211,98.2,21.46,92,20.05,0.4593,0.2,4.48
297,4/24/2018 22:50,20.46,246,98.6,21.41,109,20.26,0.4629,0.2,4.469
298,4/24/2018 22:55,20.65,186,98.7,21.37,89,20.47,0.46,0,4.454
299,4/24/2018 23:00,20.58,219,99,21.37,102,20.44,0.4586,0,4.447
300,4/24/2018 23:05,20.94,294,99,21.34,136,20.8,0.4572,0,4.439
301,4/24/2018 23:10,21.03,259,98.8,21.34,122,20.86,0.4565,0,4.433
302,4/24/2018 23:15,20.96,299,99.1,21.34,139,20.84,0.4557,0,4.427
303,4/24/2018 23:20,21.15,401,99.1,21.37,183,21.03,0.4557,0,4.424
304,4/24/2018 23:25,21.44,636,97.8,21.39,291,21.1,0.4543,0,4.42
305,4/24/2018 23:30,21.87,756,95.2,21.44,351,21.09,0.4536,0,4.417
